RaceNo,Place,Tally,SailNo,HelmName,Nat,HelmSex,Class,HelmAgeGroup,Elapsed,Code
1,27,486,,"STALLMAN, SCOTTY",United Kingdom,M,Open,20-39M,00:36:50,
1,63,10848,,"CHAMBERS, ANDY",United Kingdom,M,Fin,40-49M,00:40:16,
1,81,1273,,"SKYE, John",United Kingdom,M,Fin,40-59M,00:41:49,
1,92,777,,"LE MASURIER, CHRIS",United Kingdom,M,Open,40-59M,00:42:38,
1,141,1255,,"SPRIGGS, NIGEL",United Kingdom,M,Fin,40-59M,00:45:08,
1,143,258,,"DINSMORE, JAMES",United Kingdom,M,Open,40-59M,00:45:21,
1,166,16,,"WEGERER, FLORIAN",United Kingdom,M,Fin,20-39M,00:46:18,
1,185,635,,"HUTCHINSON, DEAN",United Kingdom,M,Fin,40-59M,00:47:04,
1,214,1079,,"SPOONER, MATTHEW",United Kingdom,M,Fin,40-59M,00:48:15,
1,233,213,,"HART, ANDY",United Kingdom,M,Open,20-39M,00:49:12,
1,244,984,,"CHIPPINGTON, SIMON",United Kingdom,M,Open,40-59M,00:49:46,
1,251,960,,"GIBSON, JENNA",United Kingdom,F,Open,17-30F,00:50:10,
1,277,229,,"BUKOLT, MACIEJ",United Kingdom,M,Fin,40-59M,00:51:40,
1,325,1001,,"JEFFERY, NICK",United Kingdom,M,Fin,40-59M,00:54:14,
1,331,352,,"GWYNN, STUART",United Kingdom,M,Open,40-59M,00:54:26,
1,336,481,,"PETTIFER, SIMON",United Kingdom,M,Open,40-59M,00:54:40,
1,350,1299,,"GEORGE, MICHAEL",United Kingdom,M,Open,40-59M,00:55:26,
1,354,10953,,"JACKSON, SARAH",United Kingdom,F,Open,17-30F,00:55:39,
1,365,88,,"CLARK, ROGER",United Kingdom,M,Fin,40-59M,00:56:06,
1,384,620,,"ROBBINS, BEN",United Kingdom,M,Fin,20-39M,00:56:47,
1,393,248,,"READ, ALICE",United Kingdom,F,Foil,17-30F,00:57:04,
1,432,139,,"HINSLEY, DAVID",United Kingdom,M,Fin,40-59M,00:58:27,
1,468,268,,"SHARP, ALEX",United Kingdom,M,Fin,40-59M,00:59:37,
1,483,335,,"RUSSELL, JONATHAN",United Kingdom,M,Fin,40-59M,01:00:20,
1,487,95,,"LATHAM, SAM",United Kingdom,M,Open,20-39M,01:00:32,
1,550,724,,"CONNELL, GARRY",United Kingdom,M,Open,40-59M,01:02:54,
1,588,1017,,"CURTIN, JACK",United Kingdom,M,Fin,20-39M,01:04:33,
1,592,294,,"TAIT, ALASTAIR",United Kingdom,M,Fin,40-59M,01:04:47,
1,614,764,,"LINDLEY, BRIAN",United Kingdom,M,Open,40-59M,01:05:25,
1,683,1215,,"JEFFERY, CHRISTOPHER",United Kingdom,M,Fin,40-59M,01:08:51,
1,713,744,,"SMITH, SAM",United Kingdom,M,Fin,20-39M,01:10:39,
1,771,506,,"JERRARD, MARTIN",United Kingdom,M,Fin,40-59M,01:13:52,
1,783,327,,"RUSSELL, GEORGE",United Kingdom,M,Fin,U20M,01:14:09,
1,811,1206,,"BUTT, TIM",United Kingdom,M,Fin,40-59M,01:15:53,
1,812,1019,,"MASKREY, BEN",United Kingdom,M,Fin,40-59M,01:16:00,
1,813,771,,"COLLES, TIM",United Kingdom,M,Fin,40-59M,01:16:03,
1,819,768,,"LARDER, RICHARD",United Kingdom,M,Fin,40-59M,01:16:33,
1,828,913,,"WHITE, PETER",United Kingdom,M,Fin,40-59M,01:17:08,
1,834,247,,"HOUGHTON, RICHARD",United Kingdom,M,Fin,40-59M,01:17:48,
1,848,901,,"TAYLOR, ROGER",United Kingdom,M,Fin,40-59M,01:18:30,
1,854,1348,,"POLL, ANTON",United Kingdom,M,Fin,40-59M,01:19:07,
1,859,1128,,"PALMER, MARK",United Kingdom,M,Fin,40-59M,01:19:21,
1,870,404,,"HARBER, HUGO",United Kingdom,M,Fin,40-59M,01:19:50,
1,912,1034,,"SIMMONS, CHRISTOPHER",United Kingdom,M,Open,40-59M,01:23:40,
1,987,607,,"THOMPSON, STEPHEN",United Kingdom,M,Fin,60+M,01:33:20,
1,1016,427,,"KEARNS, PAUL",United Kingdom,M,Fin,20-39M,01:38:30,
1,1020,811,,"BEDNALL, OLIVER",United Kingdom,M,Fin,20-39M,01:40:45,
1,1031,962,,"KUZMENOK, DENNIS",United Kingdom,M,Fin,20-39M,01:41:55,
1,1041,1465,,"SPALL, DAVID",United Kingdom,M,Foil,60+M,01:48:14,
1,1046,932,,"EDMINSON, FRAZER",United Kingdom,M,Fin,40-59M,01:49:47,
1,1047,943,,"TRUE, MICHAEL",United Kingdom,M,Fin,40-59M,01:50:49,
1,1060,825,,"WOOD, DARRIN",United Kingdom,M,Fin,40-59M,02:02:37,
1,1062,842,,"FARROW, NEIL",United Kingdom,M,Fin,40-59M,02:05:34,
2,21,486,,"STALLMAN, SCOTTY",United Kingdom,M,Open,20-39M,00:33:53,
2,45,1273,,"SKYE, John",United Kingdom,M,Fin,40-59M,00:35:47,
2,92,10848,,"CHAMBERS, ANDY",United Kingdom,M,Fin,40-49M,00:39:02,
2,112,16,,"WEGERER, FLORIAN",United Kingdom,M,Fin,20-39M,00:39:53,
2,134,960,,"GIBSON, JENNA",United Kingdom,F,Open,17-30F,00:40:32,
2,154,777,,"LE MASURIER, CHRIS",United Kingdom,M,Open,40-59M,00:41:19,
2,158,1255,,"SPRIGGS, NIGEL",United Kingdom,M,Fin,40-59M,00:41:28,
2,161,258,,"DINSMORE, JAMES",United Kingdom,M,Open,40-59M,00:41:34,
2,203,1315,,"READ, RAFFERTY",United Kingdom,M,Fin,U20M,00:43:27,
2,209,213,,"HART, ANDY",United Kingdom,M,Open,20-39M,00:44:02,
2,262,248,,"READ, ALICE",United Kingdom,F,Foil,17-30F,00:45:52,
2,268,481,,"PETTIFER, SIMON",United Kingdom,M,Open,40-59M,00:46:03,
2,296,620,,"ROBBINS, BEN",United Kingdom,M,Fin,20-39M,00:47:00,
2,300,1299,,"GEORGE, MICHAEL",United Kingdom,M,Open,40-59M,00:47:05,
2,313,724,,"CONNELL, GARRY",United Kingdom,M,Open,40-59M,00:47:28,
2,331,1079,,"SPOONER, MATTHEW",United Kingdom,M,Fin,40-59M,00:48:07,
2,361,635,,"HUTCHINSON, DEAN",United Kingdom,M,Fin,40-59M,00:49:10,
2,388,139,,"HINSLEY, DAVID",United Kingdom,M,Fin,40-59M,00:49:58,
2,435,506,,"JERRARD, MARTIN",United Kingdom,M,Fin,40-59M,00:51:12,
2,470,1465,,"SPALL, DAVID",United Kingdom,M,Foil,60+M,00:52:02,
2,495,335,,"RUSSELL, JONATHAN",United Kingdom,M,Fin,40-59M,00:52:51,
2,521,901,,"TAYLOR, ROGER",United Kingdom,M,Fin,40-59M,00:53:32,
2,526,1128,,"PALMER, MARK",United Kingdom,M,Fin,40-59M,00:53:47,
2,528,229,,"BUKOLT, MACIEJ",United Kingdom,M,Fin,40-59M,00:53:54,
2,563,984,,"CHIPPINGTON, SIMON",United Kingdom,M,Open,40-59M,00:55:20,
2,589,768,,"LARDER, RICHARD",United Kingdom,M,Fin,40-59M,00:56:23,
2,603,1001,,"JEFFERY, NICK",United Kingdom,M,Fin,40-59M,00:56:51,
2,616,88,,"CLARK, ROGER",United Kingdom,M,Fin,40-59M,00:57:12,
2,620,427,,"KEARNS, PAUL",United Kingdom,M,Fin,20-39M,00:57:29,
2,710,268,,"SHARP, ALEX",United Kingdom,M,Fin,40-59M,01:00:21,
2,722,744,,"SMITH, SAM",United Kingdom,M,Fin,20-39M,01:00:39,
2,749,1206,,"BUTT, TIM",United Kingdom,M,Fin,40-59M,01:01:29,
2,758,1034,,"SIMMONS, CHRISTOPHER",United Kingdom,M,Open,40-59M,01:01:45,
2,763,764,,"LINDLEY, BRIAN",United Kingdom,M,Open,40-59M,01:01:59,
2,792,404,,"HARBER, HUGO",United Kingdom,M,Fin,40-59M,01:03:02,
2,799,913,,"WHITE, PETER",United Kingdom,M,Fin,40-59M,01:03:22,
2,816,294,,"TAIT, ALASTAIR",United Kingdom,M,Fin,40-59M,01:04:11,
2,826,247,,"HOUGHTON, RICHARD",United Kingdom,M,Fin,40-59M,01:04:41,
2,851,1215,,"JEFFERY, CHRISTOPHER",United Kingdom,M,Fin,40-59M,01:05:51,
2,863,1019,,"MASKREY, BEN",United Kingdom,M,Fin,40-59M,01:06:25,
2,888,842,,"FARROW, NEIL",United Kingdom,M,Fin,40-59M,01:07:20,
2,889,1156,,"SEAN, CONSTABLE",United Kingdom,M,Fin,40-59M,01:07:21,
2,978,771,,"COLLES, TIM",United Kingdom,M,Fin,40-59M,01:10:58,
2,1018,896,,"HARRIS, GUY",United Kingdom,M,Fin,40-59M,01:13:33,
2,1061,943,,"TRUE, MICHAEL",United Kingdom,M,Fin,40-59M,01:17:17,
2,1064,1076,,"RICHARDS, GARETH",United Kingdom,M,Fin,40-59M,01:17:44,
2,1083,825,,"WOOD, DARRIN",United Kingdom,M,Fin,40-59M,01:22:33,
2,1121,327,,"RUSSELL, GEORGE",United Kingdom,M,Fin,U20M,,DNF
2,1121,352,,"GWYNN, STUART",United Kingdom,M,Open,40-59M,,DNF
2,1121,705,,"WEST, JAMES",United Kingdom,M,Fin,40-59M,,DNF
2,1121,818,,"WARREN, GEORGE",United Kingdom,M,Fin,60+M,,DNF
2,1121,941,,"MACKRIDGE, MARK",United Kingdom,M,Fin,60+M,,DNF
2,1121,95,,"LATHAM, SAM",United Kingdom,M,Open,20-39M,,DNS
2,1121,558,,"WATTS, LAURA",United Kingdom,F,Open,45+F,,DNS
2,1121,607,,"THOMPSON, STEPHEN",United Kingdom,M,Fin,60+M,,DNS
2,1121,644,,"WATTS, MATTHEW",United Kingdom,M,Fin,60+M,,DNS
2,1121,811,,"BEDNALL, OLIVER",United Kingdom,M,Fin,20-39M,,DNS
2,1121,848,,"PULLAN, DAVID",United Kingdom,M,Fin,40-59M,,DNS
2,1121,932,,"EDMINSON, FRAZER",United Kingdom,M,Fin,40-59M,,DNS
2,1121,955,,"JONES, PAUL",United Kingdom,M,Fin,40-59M,,DNS
2,1121,956,,"SALT, JOHN",United Kingdom,M,Open,40-59M,,DNS
2,1121,962,,"KUZMENOK, DENNIS",United Kingdom,M,Fin,20-39M,,DNS
2,1121,996,,"OWEN, ANDREW",United Kingdom,M,Fin,40-59M,,DNS
2,1121,1017,,"CURTIN, JACK",United Kingdom,M,Fin,20-39M,,DNS
2,1121,1018,,"HOULT, THOMAS",United Kingdom,M,Fin,20-39M,,DNS
2,1121,1036,,"HIPPERSON, SIMON",United Kingdom,M,Fin,40-59M,,DNS
2,1121,1114,,"COXFORD, MICHAEL",United Kingdom,M,Fin,40-59M,,DNS
2,1121,1209,,"COMBES, JAMES",United Kingdom,M,Fin,40-59M,,DNS
2,1121,1256,,"JURETIC, NEVEN",United Kingdom,M,Fin,40-59M,,DNS
2,1121,1348,,"POLL, ANTON",United Kingdom,M,Fin,40-59M,,DNS
2,1121,1349,,"BEECH, GLENN",United Kingdom,M,Fin,40-59M,,DNS
2,1121,10953,,"JACKSON, SARAH",United Kingdom,F,Open,17-30F,,DNS
3,26,486,,"STALLMAN, SCOTTY",United Kingdom,M,Open,20-39M,00:34:39,
3,56,258,,"DINSMORE, JAMES",United Kingdom,M,Open,40-59M,00:37:05,
3,69,1273,,"SKYE, John",United Kingdom,M,Fin,40-59M,00:37:59,
3,90,248,,"READ, ALICE",United Kingdom,F,Foil,17-30F,00:39:09,
3,95,10848,,"CHAMBERS, ANDY",United Kingdom,M,Fin,40-49M,00:39:24,
3,107,481,,"PETTIFER, SIMON",United Kingdom,M,Open,40-59M,00:39:45,
3,127,16,,"WEGERER, FLORIAN",United Kingdom,M,Fin,20-39M,00:40:43,
3,135,777,,"LE MASURIER, CHRIS",United Kingdom,M,Open,40-59M,00:40:57,
3,155,1315,,"READ, RAFFERTY",United Kingdom,M,Fin,U20M,00:41:46,
3,200,1465,,"SPALL, DAVID",United Kingdom,M,Foil,60+M,00:43:21,
3,218,213,,"HART, ANDY",United Kingdom,M,Open,20-39M,00:43:45,
3,219,960,,"GIBSON, JENNA",United Kingdom,F,Open,17-30F,00:43:49,
3,224,1255,,"SPRIGGS, NIGEL",United Kingdom,M,Fin,40-59M,00:43:58,
3,266,635,,"HUTCHINSON, DEAN",United Kingdom,M,Fin,40-59M,00:45:49,
3,340,620,,"ROBBINS, BEN",United Kingdom,M,Fin,20-39M,00:48:38,
3,454,229,,"BUKOLT, MACIEJ",United Kingdom,M,Fin,40-59M,00:51:55,
3,460,1114,,"COXFORD, MICHAEL",United Kingdom,M,Fin,40-59M,00:52:13,
3,498,427,,"KEARNS, PAUL",United Kingdom,M,Fin,20-39M,00:53:23,
3,518,901,,"TAYLOR, ROGER",United Kingdom,M,Fin,40-59M,00:54:07,
3,588,506,,"JERRARD, MARTIN",United Kingdom,M,Fin,40-59M,00:56:50,
3,642,724,,"CONNELL, GARRY",United Kingdom,M,Open,40-59M,00:59:38,
3,651,1128,,"PALMER, MARK",United Kingdom,M,Fin,40-59M,00:59:52,
3,659,913,,"WHITE, PETER",United Kingdom,M,Fin,40-59M,01:00:21,
3,698,744,,"SMITH, SAM",United Kingdom,M,Fin,20-39M,01:01:52,
3,753,88,,"CLARK, ROGER",United Kingdom,M,Fin,40-59M,01:03:36,
3,791,1215,,"JEFFERY, CHRISTOPHER",United Kingdom,M,Fin,40-59M,01:05:25,
3,823,1019,,"MASKREY, BEN",United Kingdom,M,Fin,40-59M,01:06:42,
3,826,1206,,"BUTT, TIM",United Kingdom,M,Fin,40-59M,01:06:45,
3,855,139,,"HINSLEY, DAVID",United Kingdom,M,Fin,40-59M,01:08:29,
3,873,818,,"WARREN, GEORGE",United Kingdom,M,Fin,60+M,01:09:30,
3,983,95,,"LATHAM, SAM",United Kingdom,M,Open,20-39M,,DNF
3,983,842,,"FARROW, NEIL",United Kingdom,M,Fin,40-59M,,DNF
3,983,956,,"SALT, JOHN",United Kingdom,M,Open,40-59M,,DNF
3,983,1001,,"JEFFERY, NICK",United Kingdom,M,Fin,40-59M,,DNF
3,983,247,,"HOUGHTON, RICHARD",United Kingdom,M,Fin,40-59M,,DNS
3,983,268,,"SHARP, ALEX",United Kingdom,M,Fin,40-59M,,DNS
3,983,294,,"TAIT, ALASTAIR",United Kingdom,M,Fin,40-59M,,DNS
3,983,327,,"RUSSELL, GEORGE",United Kingdom,M,Fin,U20M,,DNS
3,983,335,,"RUSSELL, JONATHAN",United Kingdom,M,Fin,40-59M,,DNS
3,983,352,,"GWYNN, STUART",United Kingdom,M,Open,40-59M,,DNS
3,983,404,,"HARBER, HUGO",United Kingdom,M,Fin,40-59M,,DNS
3,983,558,,"WATTS, LAURA",United Kingdom,F,Open,45+F,,DNS
3,983,607,,"THOMPSON, STEPHEN",United Kingdom,M,Fin,60+M,,DNS
3,983,644,,"WATTS, MATTHEW",United Kingdom,M,Fin,60+M,,DNS
3,983,705,,"WEST, JAMES",United Kingdom,M,Fin,40-59M,,DNS
3,983,764,,"LINDLEY, BRIAN",United Kingdom,M,Open,40-59M,,DNS
3,983,768,,"LARDER, RICHARD",United Kingdom,M,Fin,40-59M,,DNS
3,983,771,,"COLLES, TIM",United Kingdom,M,Fin,40-59M,,DNS
3,983,811,,"BEDNALL, OLIVER",United Kingdom,M,Fin,20-39M,,DNS
3,983,825,,"WOOD, DARRIN",United Kingdom,M,Fin,40-59M,,DNS
3,983,848,,"PULLAN, DAVID",United Kingdom,M,Fin,40-59M,,DNS
3,983,896,,"HARRIS, GUY",United Kingdom,M,Fin,40-59M,,DNS
3,983,932,,"EDMINSON, FRAZER",United Kingdom,M,Fin,40-59M,,DNS
3,983,941,,"MACKRIDGE, MARK",United Kingdom,M,Fin,60+M,,DNS
3,983,943,,"TRUE, MICHAEL",United Kingdom,M,Fin,40-59M,,DNS
3,983,955,,"JONES, PAUL",United Kingdom,M,Fin,40-59M,,DNS
3,983,962,,"KUZMENOK, DENNIS",United Kingdom,M,Fin,20-39M,,DNS
3,983,984,,"CHIPPINGTON, SIMON",United Kingdom,M,Open,40-59M,,DNS
3,983,996,,"OWEN, ANDREW",United Kingdom,M,Fin,40-59M,,DNS
3,983,1018,,"HOULT, THOMAS",United Kingdom,M,Fin,20-39M,,DNS
3,983,1034,,"SIMMONS, CHRISTOPHER",United Kingdom,M,Open,40-59M,,DNS
3,983,1036,,"HIPPERSON, SIMON",United Kingdom,M,Fin,40-59M,,DNS
3,983,1076,,"RICHARDS, GARETH",United Kingdom,M,Fin,40-59M,,DNS
3,983,1156,,"SEAN, CONSTABLE",United Kingdom,M,Fin,40-59M,,DNS
3,983,1209,,"COMBES, JAMES",United Kingdom,M,Fin,40-59M,,DNS
3,983,1256,,"JURETIC, NEVEN",United Kingdom,M,Fin,40-59M,,DNS
3,983,1348,,"POLL, ANTON",United Kingdom,M,Fin,40-59M,,DNS
3,983,1349,,"BEECH, GLENN",United Kingdom,M,Fin,40-59M,,DNS
3,983,10953,,"JACKSON, SARAH",United Kingdom,F,Open,17-30F,,DNS
3,983,1017,,"CURTIN, JACK",United Kingdom,M,Fin,20-39M,,DSQ
3,983,1079,,"SPOONER, MATTHEW",United Kingdom,M,Fin,40-59M,,DSQ
3,983,1299,,"GEORGE, MICHAEL",United Kingdom,M,Open,40-59M,,DSQ
4,75,248,,"READ, ALICE",United Kingdom,F,Foil,17-30F,00:38:35,
4,77,1273,,"SKYE, John",United Kingdom,M,Fin,40-59M,00:38:46,
4,113,16,,"WEGERER, FLORIAN",United Kingdom,M,Fin,20-39M,00:40:41,
4,131,258,,"DINSMORE, JAMES",United Kingdom,M,Open,40-59M,00:41:36,
4,134,777,,"LE MASURIER, CHRIS",United Kingdom,M,Open,40-59M,00:41:44,
4,137,10848,,"CHAMBERS, ANDY",United Kingdom,M,Fin,40-49M,00:41:52,
4,143,486,,"STALLMAN, SCOTTY",United Kingdom,M,Open,20-39M,00:42:05,
4,179,960,,"GIBSON, JENNA",United Kingdom,F,Open,17-30F,00:43:21,
4,206,481,,"PETTIFER, SIMON",United Kingdom,M,Open,40-59M,00:44:39,
4,210,620,,"ROBBINS, BEN",United Kingdom,M,Fin,20-39M,00:44:46,
4,238,1315,,"READ, RAFFERTY",United Kingdom,M,Fin,U20M,00:45:41,
4,255,95,,"LATHAM, SAM",United Kingdom,M,Open,20-39M,00:46:24,
4,267,635,,"HUTCHINSON, DEAN",United Kingdom,M,Fin,40-59M,00:46:53,
4,272,1255,,"SPRIGGS, NIGEL",United Kingdom,M,Fin,40-59M,00:47:03,
4,307,1299,,"GEORGE, MICHAEL",United Kingdom,M,Open,40-59M,00:48:29,
4,315,213,,"HART, ANDY",United Kingdom,M,Open,20-39M,00:48:41,
4,406,335,,"RUSSELL, JONATHAN",United Kingdom,M,Fin,40-59M,00:52:08,
4,467,1128,,"PALMER, MARK",United Kingdom,M,Fin,40-59M,00:54:20,
4,515,984,,"CHIPPINGTON, SIMON",United Kingdom,M,Open,40-59M,00:55:39,
4,547,768,,"LARDER, RICHARD",United Kingdom,M,Fin,40-59M,00:56:30,
4,551,1001,,"JEFFERY, NICK",United Kingdom,M,Fin,40-59M,00:56:35,
4,563,1034,,"SIMMONS, CHRISTOPHER",United Kingdom,M,Open,40-59M,00:56:53,
4,571,139,,"HINSLEY, DAVID",United Kingdom,M,Fin,40-59M,00:57:05,
4,571,901,,"TAYLOR, ROGER",United Kingdom,M,Fin,40-59M,00:57:05,
4,609,607,,"THOMPSON, STEPHEN",United Kingdom,M,Fin,60+M,00:58:15,
4,617,1079,,"SPOONER, MATTHEW",United Kingdom,M,Fin,40-59M,00:58:27,
4,623,764,,"LINDLEY, BRIAN",United Kingdom,M,Open,40-59M,00:58:49,
4,625,771,,"COLLES, TIM",United Kingdom,M,Fin,40-59M,00:58:54,
4,660,427,,"KEARNS, PAUL",United Kingdom,M,Fin,20-39M,00:59:52,
4,671,506,,"JERRARD, MARTIN",United Kingdom,M,Fin,40-59M,01:00:16,
4,684,88,,"CLARK, ROGER",United Kingdom,M,Fin,40-59M,01:00:47,
4,700,404,,"HARBER, HUGO",United Kingdom,M,Fin,40-59M,01:01:10,
4,701,1215,,"JEFFERY, CHRISTOPHER",United Kingdom,M,Fin,40-59M,01:01:14,
4,739,1019,,"MASKREY, BEN",United Kingdom,M,Fin,40-59M,01:02:40,
4,751,1206,,"BUTT, TIM",United Kingdom,M,Fin,40-59M,01:03:05,
4,782,744,,"SMITH, SAM",United Kingdom,M,Fin,20-39M,01:04:13,
4,846,1156,,"SEAN, CONSTABLE",United Kingdom,M,Fin,40-59M,01:06:53,
4,857,896,,"HARRIS, GUY",United Kingdom,M,Fin,40-59M,01:07:36,
4,876,247,,"HOUGHTON, RICHARD",United Kingdom,M,Fin,40-59M,01:08:59,
4,905,705,,"WEST, JAMES",United Kingdom,M,Fin,40-59M,01:11:10,
4,910,1076,,"RICHARDS, GARETH",United Kingdom,M,Fin,40-59M,01:11:29,
4,922,811,,"BEDNALL, OLIVER",United Kingdom,M,Fin,20-39M,01:12:35,
4,944,962,,"KUZMENOK, DENNIS",United Kingdom,M,Fin,20-39M,01:16:25,
4,949,818,,"WARREN, GEORGE",United Kingdom,M,Fin,60+M,01:16:53,
4,953,941,,"MACKRIDGE, MARK",United Kingdom,M,Fin,60+M,01:17:42,
4,965,294,,"TAIT, ALASTAIR",United Kingdom,M,Fin,40-59M,01:19:38,
4,966,1209,,"COMBES, JAMES",United Kingdom,M,Fin,40-59M,01:19:45,
4,970,825,,"WOOD, DARRIN",United Kingdom,M,Fin,40-59M,01:21:17,
4,986,932,,"EDMINSON, FRAZER",United Kingdom,M,Fin,40-59M,01:28:11,
4,987,943,,"TRUE, MICHAEL",United Kingdom,M,Fin,40-59M,01:28:14,
4,1017,842,,"FARROW, NEIL",United Kingdom,M,Fin,40-59M,02:00:53,
4,1018,327,,"RUSSELL, GEORGE",United Kingdom,M,Fin,U20M,,DNF
4,1018,724,,"CONNELL, GARRY",United Kingdom,M,Open,40-59M,,DNF
4,1018,913,,"WHITE, PETER",United Kingdom,M,Fin,40-59M,,DNF
4,1018,1017,,"CURTIN, JACK",United Kingdom,M,Fin,20-39M,,DNF
4,1018,1018,,"HOULT, THOMAS",United Kingdom,M,Fin,20-39M,,DNF
4,1018,1036,,"HIPPERSON, SIMON",United Kingdom,M,Fin,40-59M,,DNF
4,1018,1465,,"SPALL, DAVID",United Kingdom,M,Foil,60+M,,DNF
4,1018,229,,"BUKOLT, MACIEJ",United Kingdom,M,Fin,40-59M,,DNS
4,1018,268,,"SHARP, ALEX",United Kingdom,M,Fin,40-59M,,DNS
4,1018,352,,"GWYNN, STUART",United Kingdom,M,Open,40-59M,,DNS
4,1018,558,,"WATTS, LAURA",United Kingdom,F,Open,45+F,,DNS
4,1018,644,,"WATTS, MATTHEW",United Kingdom,M,Fin,60+M,,DNS
4,1018,848,,"PULLAN, DAVID",United Kingdom,M,Fin,40-59M,,DNS
4,1018,955,,"JONES, PAUL",United Kingdom,M,Fin,40-59M,,DNS
4,1018,956,,"SALT, JOHN",United Kingdom,M,Open,40-59M,,DNS
4,1018,996,,"OWEN, ANDREW",United Kingdom,M,Fin,40-59M,,DNS
4,1018,1114,,"COXFORD, MICHAEL",United Kingdom,M,Fin,40-59M,,DNS
4,1018,1256,,"JURETIC, NEVEN",United Kingdom,M,Fin,40-59M,,DNS
4,1018,1348,,"POLL, ANTON",United Kingdom,M,Fin,40-59M,,DNS
4,1018,1349,,"BEECH, GLENN",United Kingdom,M,Fin,40-59M,,DNS
4,1018,10953,,"JACKSON, SARAH",United Kingdom,F,Open,17-30F,,DNS
